"";"id";"statusesCount";"followersCount";"favoritesCount";"friendsCount";"created";"verified";"relationship"
"1";"320462500";0;0;0;1;2011-06-19 23:35:04;FALSE;2
"2";"227718739";0;0;0;3;2010-12-17 16:23:43;FALSE;2
"3";"1431550435";0;0;0;25;2013-05-15 21:24:11;FALSE;2
"4";"1546012962";0;3;0;23;2013-06-25 15:43:31;FALSE;2
"5";"2706080738";0;3;0;53;2014-08-04 08:52:45;FALSE;2
"6";"3001610075";0;3;0;61;2015-01-27 16:26:41;FALSE;2
"7";"2830558445";0;4;2;47;2014-10-14 22:08:44;FALSE;2
"8";"3091392742";0;6;0;92;2015-03-13 16:13:06;FALSE;2
"9";"168924698";0;7;0;11;2010-07-21 03:15:34;FALSE;2
"10";"144228206";0;13;0;13;2010-05-15 17:27:54;FALSE;2
"11";"1445356699";0;16;0;138;2013-05-21 03:07:36;FALSE;2
"12";"2256908732";0;16;0;159;2013-12-21 20:34:12;FALSE;2
"13";"299306397";0;28;0;99;2011-05-15 21:13:42;FALSE;2
"14";"2769717200";0;32;0;278;2014-08-26 11:15:50;FALSE;2
"15";"154885205";0;35;1;89;2010-06-12 13:44:32;FALSE;2
"16";"116686842";0;39;0;267;2010-02-23 08:36:58;FALSE;2
"17";"1460314675";1;0;1;16;2013-05-26 18:13:03;FALSE;2
"18";"126832768";1;1;0;1;2010-03-27 03:50:20;FALSE;2
"19";"190859992";1;3;0;54;2010-09-15 00:53:42;FALSE;2
"20";"2970923087";1;4;0;19;2015-01-10 05:18:02;FALSE;2
"21";"152817770";1;5;0;2;2010-06-06 23:45:34;FALSE;2
"22";"129237229";1;8;0;10;2010-04-03 16:32:26;FALSE;2
"23";"268840459";1;14;0;45;2011-03-19 15:36:30;FALSE;2
"24";"65657396";1;64;0;23;2009-08-14 15:17:04;FALSE;1
"25";"49337388";1;88;0;666;2009-06-21 15:15:12;FALSE;2
"26";"233809923";2;6;3;155;2011-01-04 04:40:42;FALSE;2
"27";"167628125";2;13;0;12;2010-07-17 02:31:08;FALSE;2
"28";"128998363";2;140;0;98;2010-04-02 21:42:58;FALSE;2
"29";"2923662474";4;2;0;46;2014-12-09 10:18:12;FALSE;2
"30";"140580278";5;6;0;3;2010-05-05 21:52:29;FALSE;2
"31";"148943889";5;71;0;15;2010-05-28 00:58:54;FALSE;2
"32";"197230874";6;19;17;54;2010-09-30 23:46:52;FALSE;2
"33";"95242124";6;873;0;1803;2009-12-07 17:28:08;FALSE;2
"34";"277245927";7;19;0;15;2011-04-05 00:20:56;FALSE;2
"35";"172200011";7;28;0;119;2010-07-29 03:46:19;FALSE;2
"36";"415288465";10;15;0;96;2011-11-18 04:24:19;FALSE;2
"37";"221903555";10;24;0;135;2010-12-01 23:03:07;FALSE;2
"38";"133463208";11;15;0;13;2010-04-15 21:36:46;FALSE;2
"39";"807541003";11;23;0;194;2012-09-06 20:22:44;FALSE;2
"40";"103096565";11;30;0;40;2010-01-08 21:55:47;FALSE;1
